case_id,circuit,trojan,z3_status,dac_status,transition,both_pass,z3_runtime_ms,dac_runtime_ms,z3_wall_ms,dac_wall_ms,golden_aig_nodes,golden_aig_levels,trojan_aig_nodes,trojan_aig_levels,z3_aig_nodes,z3_aig_levels,dac_aig_nodes,dac_aig_levels,z3_delta_nodes_vs_trojan,dac_delta_nodes_vs_trojan,z3_delta_levels_vs_trojan,dac_delta_levels_vs_trojan,z3_minus_dac_nodes,z3_minus_dac_levels,node_winner,level_winner,dac_target_count,dac_patch_inputs,dac_runeco_added_gates,z3_effective_rules,z3_effective_literals,z3_effective_depth,z3_cec_replay,dac_cec_replay
c880_trojan52,c880,c880_trojan52,PASS,PASS,both_pass,1,2093.83,4378.14,2255.784578039311,4504.757715971209,327,24,320,21,315,21,313,23,-5,-7,0,2,2,-2,dac25-inspired,z3-pb-formal,1,5,4,1,1,1,1,1
c880_trojan53,c880,c880_trojan53,PASS,PASS,both_pass,1,1104.85,4833.98,1253.9546609623358,4997.560448944569,327,24,320,21,315,21,321,22,-5,1,0,1,-6,-1,z3-pb-formal,z3-pb-formal,1,3,2,1,1,1,1,1
c880_trojan54,c880,c880_trojan54,PASS,PASS,both_pass,1,2479.3,4403.05,2651.4519799966365,4497.663261019625,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan55,c880,c880_trojan55,PASS,PASS,both_pass,1,667.469,4648.53,794.9027589056641,4747.817548923194,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan56,c880,c880_trojan56,PASS,PASS,both_pass,1,2008.14,3610.8,2157.1339740185067,3695.5909040989354,327,24,319,21,315,21,315,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan57,c880,c880_trojan57,PASS,PASS,both_pass,1,1646.97,3170.45,1799.5357770705596,3301.4357869978994,327,24,321,21,315,21,315,21,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan58,c880,c880_trojan58,PASS,PASS,both_pass,1,669.55,3251.73,853.2080330187455,3342.310987995006,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan59,c880,c880_trojan59,PASS,PASS,both_pass,1,2604.38,3542.48,2750.7897770265117,3644.042285042815,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan6,c880,c880_trojan6,PASS,PASS,both_pass,1,1119.1,2254.46,1216.089955996722,2318.3477099519223,327,24,332,24,327,24,323,26,-5,-9,0,2,4,-2,dac25-inspired,z3-pb-formal,1,2,2,1,1,1,1,1
c880_trojan60,c880,c880_trojan60,PASS,PASS,both_pass,1,1576.11,4493.23,1710.0393779110163,4612.878437968902,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan61,c880,c880_trojan61,PASS,PASS,both_pass,1,404.906,4223.65,542.8194029955193,4433.051361935213,327,24,319,21,316,21,316,21,-3,-3,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan62,c880,c880_trojan62,PASS,PASS,both_pass,1,1625.11,4233.94,1752.7010310441256,4398.6730290343985,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan63,c880,c880_trojan63,PASS,PASS,both_pass,1,523.128,5539.55,644.7091669542715,5659.451075945981,327,24,320,21,315,21,313,23,-5,-7,0,2,2,-2,dac25-inspired,z3-pb-formal,1,5,4,1,1,1,1,1
c880_trojan64,c880,c880_trojan64,PASS,PASS,both_pass,1,351.518,3695.47,492.22809507045895,3807.0381990401074,327,24,321,21,316,21,316,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan65,c880,c880_trojan65,PASS,PASS,both_pass,1,325.71,3379.98,444.73796198144555,3513.8082690536976,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan66,c880,c880_trojan66,PASS,PASS,both_pass,1,1335.61,4303.94,1505.3260520799085,4464.46993004065,327,24,319,21,315,21,315,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan68,c880,c880_trojan68,PASS,PASS,both_pass,1,657.387,3193.37,797.8624849347398,3297.548616072163,327,24,319,21,315,21,315,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan69,c880,c880_trojan69,PASS,PASS,both_pass,1,1263.92,3443.14,1410.5795139912516,3557.2674359427765,327,24,321,21,315,21,315,21,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan7,c880,c880_trojan7,PASS,PASS,both_pass,1,410.697,2069.25,516.9142259983346,2162.9994390532374,327,24,332,24,327,24,323,26,-5,-9,0,2,4,-2,dac25-inspired,z3-pb-formal,1,2,2,1,1,1,1,1
c880_trojan70,c880,c880_trojan70,PASS,PASS,both_pass,1,1536.23,3443.44,1698.0735249817371,3548.8316300325096,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan71,c880,c880_trojan71,PASS,PASS,both_pass,1,2267.99,3592.77,2449.880492989905,3696.603566990234,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan72,c880,c880_trojan72,PASS,PASS,both_pass,1,1272.67,4376.1,1395.91239602305,4499.47304406669,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan73,c880,c880_trojan73,PASS,PASS,both_pass,1,1795.7,2880.63,1951.0569180129096,2995.443170075305,327,24,321,21,316,21,328,24,-5,7,0,3,-12,-3,z3-pb-formal,z3-pb-formal,1,5,6,1,1,1,1,1
c880_trojan74,c880,c880_trojan74,PASS,PASS,both_pass,1,1131.58,4079.02,1300.300090922974,4196.076276013628,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan75,c880,c880_trojan75,PASS,PASS,both_pass,1,1514.33,5443.85,1651.6613479470834,5550.3345729084685,327,24,322,21,316,21,316,21,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan76,c880,c880_trojan76,PASS,PASS,both_pass,1,473.132,3843.3,610.2300368947908,3948.2663540402427,327,24,321,21,316,21,316,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan78,c880,c880_trojan78,PASS,PASS,both_pass,1,813.712,4981.03,951.2500149430707,5102.387422928587,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan79,c880,c880_trojan79,PASS,PASS,both_pass,1,639.968,3547.09,790.592064964585,3646.270832978189,327,24,321,21,316,21,316,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan8,c880,c880_trojan8,PASS,PASS,both_pass,1,528.247,2165.55,614.895154023543,2266.3493159925565,327,24,332,24,327,24,323,26,-5,-9,0,2,4,-2,dac25-inspired,z3-pb-formal,1,2,2,1,1,1,1,1
c880_trojan80,c880,c880_trojan80,PASS,PASS,both_pass,1,560.512,3575.94,696.0558220744133,3698.264076025225,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan81,c880,c880_trojan81,PASS,PASS,both_pass,1,827.356,4072.24,945.9945629350841,4195.672580972314,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan82,c880,c880_trojan82,PASS,PASS,both_pass,1,1245.99,4510.75,1403.188172960654,4595.828408957459,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan83,c880,c880_trojan83,PASS,PASS,both_pass,1,1366.47,3978.15,1496.4720290154219,4095.8477649837732,327,24,319,21,315,21,315,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan84,c880,c880_trojan84,PASS,PASS,both_pass,1,472.546,3936.22,598.3542989706621,4053.394975955598,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan85,c880,c880_trojan85,PASS,PASS,both_pass,1,2067.87,4250.19,2200.853356043808,4345.478196046315,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan86,c880,c880_trojan86,PASS,PASS,both_pass,1,2061.46,3663.72,2199.969362001866,3745.2716749394313,327,24,320,21,316,21,316,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan87,c880,c880_trojan87,PASS,PASS,both_pass,1,1566.38,3862.59,1706.3074209727347,3944.997361046262,327,24,321,21,316,21,316,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan88,c880,c880_trojan88,PASS,PASS,both_pass,1,334.586,3419.66,495.40414998773485,3553.1606250442564,327,24,320,21,316,21,316,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan89,c880,c880_trojan89,PASS,PASS,both_pass,1,814.995,3395.84,945.001762942411,3497.061494970694,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan9,c880,c880_trojan9,PASS,PASS,both_pass,1,1458.56,2131.93,1570.417552953586,2214.152131928131,327,24,332,24,327,24,323,26,-5,-9,0,2,4,-2,dac25-inspired,z3-pb-formal,1,2,2,1,1,1,1,1
c880_trojan90,c880,c880_trojan90,PASS,PASS,both_pass,1,1543.07,3539.67,1705.9179849456996,3646.183824981563,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan91,c880,c880_trojan91,PASS,PASS,both_pass,1,371.952,4721.39,494.4800779921934,4851.460714940913,327,24,321,21,315,21,315,21,-6,-6,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan92,c880,c880_trojan92,PASS,PASS,both_pass,1,1226.76,3434.17,1345.4155729850754,3545.6738339271396,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan93,c880,c880_trojan93,PASS,PASS,both_pass,1,1340.42,3854.06,1505.706054973416,3945.8909110398963,327,24,320,21,315,21,313,23,-5,-7,0,2,2,-2,dac25-inspired,z3-pb-formal,1,5,4,1,1,1,1,1
c880_trojan94,c880,c880_trojan94,PASS,PASS,both_pass,1,464.041,3361.66,592.5317789660767,3446.7677790671587,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan95,c880,c880_trojan95,PASS,PASS,both_pass,1,2457.45,4070.87,2603.4517369698733,4196.92042900715,327,24,320,21,316,21,316,21,-4,-4,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan96,c880,c880_trojan96,PASS,PASS,both_pass,1,776.808,3278.45,945.176147040911,3395.4107289901003,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan97,c880,c880_trojan97,PASS,PASS,both_pass,1,1061.06,3545.26,1195.3441250370815,3644.3892989773303,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan98,c880,c880_trojan98,PASS,PASS,both_pass,1,648.082,3864.06,800.062590977177,4012.032650061883,327,24,317,21,315,21,315,21,-2,-2,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
c880_trojan99,c880,c880_trojan99,PASS,PASS,both_pass,1,629.247,3701.52,747.3024199716747,3802.0092060323805,327,24,320,21,315,21,315,21,-5,-5,0,0,0,0,tie,tie,1,0,1,1,1,1,1,1
