circuit,trojan,success,gt_verify,vn_rounds,runtime_ms,area_delta,level_delta,cec_rounds
c5315,c5315_trojan36,PASS,PASS,1,18066.2,-1,-11,0
c5315,c5315_trojan37,PASS,PASS,1,196659,-1,0,0
c5315,c5315_trojan38,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan39,PASS,PASS,1,23462.3,-1,0,0
c5315,c5315_trojan3,PASS,PASS,1,12580.6,-1,0,0
c5315,c5315_trojan40,PASS,PASS,1,149772,-1,0,0
c5315,c5315_trojan41,PASS,PASS,1,31502,-1,-9,0
c5315,c5315_trojan42,PASS,PASS,1,1577.03,-1,0,0
c5315,c5315_trojan43,PASS,PASS,1,286902,-1,0,0
c5315,c5315_trojan44,PASS,PASS,1,30163.8,-1,-11,0
c5315,c5315_trojan45,PASS,PASS,1,2187.48,-1,0,0
c5315,c5315_trojan46,PASS,PASS,1,13034.2,-1,0,0
c5315,c5315_trojan47,PASS,PASS,1,19838.6,-1,0,0
c5315,c5315_trojan48,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan49,PASS,PASS,1,5827.38,-1,0,0
c5315,c5315_trojan4,PASS,PASS,1,38348.1,-1,0,0
c5315,c5315_trojan50,PASS,PASS,1,234875,-1,-11,0
c5315,c5315_trojan51,PASS,PASS,1,64140.3,-1,0,0
c5315,c5315_trojan52,PASS,PASS,1,251364,-1,-2,0
c5315,c5315_trojan53,PASS,PASS,1,16503.7,-1,-4,0
c5315,c5315_trojan54,PASS,PASS,1,32819,-1,-4,0
c5315,c5315_trojan55,CEC_FAIL,PASS,5,189500,9,1,5
c5315,c5315_trojan56,PASS,PASS,1,27444.9,-1,-5,0
c5315,c5315_trojan57,PASS,PASS,1,29414,-1,-8,0
c5315,c5315_trojan58,PASS,PASS,1,29422.2,-1,0,0
c5315,c5315_trojan59,PASS,PASS,1,1555.83,-1,-5,0
c5315,c5315_trojan5,PASS,PASS,1,23906.9,-1,0,0
c5315,c5315_trojan60,PASS,PASS,1,42954.1,-1,-8,0
c5315,c5315_trojan61,PASS,PASS,1,21032.4,-1,-5,0
c5315,c5315_trojan62,PASS,PASS,1,30707.8,-1,0,0
c5315,c5315_trojan63,PASS,PASS,1,20072.3,-1,-10,0
c5315,c5315_trojan64,PASS,PASS,1,42381,-1,-8,0
c5315,c5315_trojan65,PASS,PASS,1,15296,-1,0,0
c5315,c5315_trojan66,PASS,PASS,1,197084,-1,-5,0
c5315,c5315_trojan67,PASS,PASS,1,1846.73,-1,0,0
c5315,c5315_trojan68,PASS,PASS,1,142879,-1,0,0
c5315,c5315_trojan69,PASS,PASS,1,25147,-1,-9,0
c5315,c5315_trojan6,PASS,PASS,1,31112.8,-1,0,0
c5315,c5315_trojan70,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan71,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan72,PASS,PASS,1,27126.7,-1,-3,0
c5315,c5315_trojan73,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan74,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan75,PASS,PASS,1,22616.6,-1,0,0
c5315,c5315_trojan76,PASS,PASS,1,1711.63,-1,0,0
c5315,c5315_trojan77,PASS,PASS,1,41451.1,-1,-9,0
c5315,c5315_trojan78,CEC_FAIL,PASS,5,196684,16,3,5
c5315,c5315_trojan79,PASS,PASS,1,30079.9,-1,-6,0
c5315,c5315_trojan7,PASS,PASS,1,20757.5,-1,-10,0
c5315,c5315_trojan80,PASS,PASS,1,23629.9,-1,0,0
c5315,c5315_trojan81,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan82,PASS,PASS,1,20674,-1,-5,0
c5315,c5315_trojan83,PASS,PASS,1,1737.12,-1,-10,0
c5315,c5315_trojan84,PASS,PASS,1,1911.13,-1,0,0
c5315,c5315_trojan85,PASS,PASS,1,23591.7,-1,-3,0
c5315,c5315_trojan86,PASS,PASS,1,13787.6,-1,-7,0
c5315,c5315_trojan87,PASS,PASS,1,219865,-1,-2,0
c5315,c5315_trojan88,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan89,PASS,PASS,1,27102.8,-1,0,0
c5315,c5315_trojan8,PASS,PASS,1,25459.2,-1,0,0
c5315,c5315_trojan90,PASS,PASS,1,157698,-1,-9,0
c5315,c5315_trojan91,PASS,PASS,1,26762.3,-1,-1,0
c5315,c5315_trojan92,PASS,PASS,1,1540.24,-1,0,0
c5315,c5315_trojan93,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan94,PASS,PASS,1,27304.9,-1,-6,0
c5315,c5315_trojan95,PASS,PASS,1,2336.55,-1,0,0
c5315,c5315_trojan96,PASS,PASS,1,14067.8,-1,0,0
c5315,c5315_trojan97,PASS,PASS,1,22524.6,-1,-6,0
c5315,c5315_trojan98,TIMEOUT,FAIL,1,,,,
c5315,c5315_trojan99,PASS,PASS,1,5797.36,-1,-8,0
c5315,c5315_trojan9,PASS,PASS,1,1410.61,-1,-8,0
c6288,c6288_trojan0,PASS,PASS,1,19185.7,-1,-40,0
c7552,c7552_trojan0,PASS,PASS,1,28150.8,-1,0,0
c7552,c7552_trojan10,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan11,PASS,PASS,1,7944.85,-1,0,0
c7552,c7552_trojan12,PASS,PASS,1,29708.8,-1,0,0
c7552,c7552_trojan13,PASS,PASS,1,3887.69,-1,0,0
c7552,c7552_trojan14,SKIP_NO_PATTERNS,,,,,
c7552,c7552_trojan15,PASS,PASS,0,843.803,-1,0,0
